<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode61105,deptId59905,crsName94901,descr22428,
crsCode32190,deptId19893,crsName10028,descr71617,
crsCode23977,deptId74918,crsName17109,descr19428,
crsCode89009,deptId46755,crsName2033,descr39229,
crsCode98994,deptId3544,crsName22947,descr16705,
crsCode22488,deptId19709,crsName22166,descr9701,
crsCode9845,deptId66559,crsName72478,descr82352,
crsCode80553,deptId29494,crsName42747,descr1294,
crsCode12815,deptId25737,crsName29159,descr86174,
crsCode84780,deptId65659,crsName24204,descr61411,
crsCode46184,deptId54841,crsName38921,descr93279,
crsCode9820,deptId43983,crsName98563,descr9634,
crsCode30897,deptId82047,crsName37606,descr67314,
crsCode89838,deptId40937,crsName39136,descr53344,
crsCode99635,deptId12036,crsName67802,descr52803,
crsCode19068,deptId5885,crsName14005,descr48108,
crsCode87392,deptId30380,crsName64275,descr61484,
crsCode11561,deptId52035,crsName46950,descr92499,
crsCode74416,deptId27776,crsName51475,descr66995,
crsCode82420,deptId94689,crsName65185,descr36099,
crsCode59447,deptId76599,crsName59492,descr2111,
crsCode1557,deptId85747,crsName9313,descr1837,
crsCode41602,deptId636,crsName38558,descr28250,
crsCode64927,deptId7427,crsName70280,descr8323,
crsCode37177,deptId47150,crsName23711,descr90032,
crsCode98462,deptId68305,crsName24290,descr1434,
crsCode68124,deptId16763,crsName42802,descr3662,
crsCode84376,deptId5099,crsName64710,descr90953,
crsCode14920,deptId8195,crsName73963,descr83203,
crsCode6606,deptId22997,crsName18933,descr6920,
crsCode74577,deptId6267,crsName79367,descr71553,
crsCode377,deptId36323,crsName67163,descr74834,
crsCode5383,deptId11782,crsName91214,descr33884,
crsCode57711,deptId96410,crsName72427,descr94146,
crsCode78515,deptId26845,crsName77010,descr33865,
crsCode86717,deptId13266,crsName41541,descr74329,
crsCode67896,deptId65608,crsName81359,descr59712,
crsCode10700,deptId29173,crsName68338,descr21974,
crsCode36884,deptId40931,crsName50763,descr87323,
crsCode1981,deptId47393,crsName11747,descr83548,
crsCode82110,deptId42170,crsName10165,descr30644,
crsCode66191,deptId4770,crsName30295,descr72943,
crsCode57831,deptId53996,crsName12295,descr16106,
crsCode57590,deptId44824,crsName95475,descr3158,
crsCode12763,deptId83210,crsName15717,descr19004,
crsCode20515,deptId19191,crsName95241,descr38746,
crsCode90335,deptId74553,crsName4477,descr79915,
crsCode31264,deptId19457,crsName62644,descr73125,
crsCode20434,deptId24395,crsName47686,descr45884,
crsCode83314,deptId10349,crsName63768,descr86692,
crsCode42093,deptId19754,crsName35779,descr76819,
crsCode59351,deptId7619,crsName48484,descr44645,
crsCode44101,deptId37933,crsName29727,descr96601,
crsCode88903,deptId33758,crsName78225,descr77785,
crsCode57701,deptId3552,crsName53521,descr41879,
crsCode81493,deptId13160,crsName72513,descr33842,
crsCode30231,deptId45440,crsName68855,descr56376,
crsCode32685,deptId65184,crsName26306,descr45254,
crsCode80186,deptId91388,crsName38844,descr33578,
crsCode85845,deptId70199,crsName58507,descr99625,
crsCode47114,deptId69525,crsName51827,descr88317,
crsCode92045,deptId74990,crsName78972,descr96918,
crsCode6236,deptId78174,crsName44507,descr16546,
crsCode46257,deptId87353,crsName5119,descr79143,
crsCode46272,deptId54684,crsName88538,descr75628,
crsCode33779,deptId13022,crsName65739,descr92056,
crsCode63552,deptId86438,crsName43588,descr63346,
crsCode26979,deptId62230,crsName27741,descr48711,
crsCode18781,deptId51461,crsName24532,descr41002,
crsCode62121,deptId37771,crsName41822,descr47030,
crsCode15287,deptId66869,crsName70255,descr58351,
crsCode57319,deptId22776,crsName42946,descr50887,
crsCode90403,deptId14274,crsName71621,descr78012,
crsCode80185,deptId94380,crsName39141,descr78526,
crsCode27252,deptId66987,crsName46161,descr39375,
crsCode87958,deptId44326,crsName92525,descr82915,
crsCode17524,deptId88930,crsName14902,descr94566,
crsCode84622,deptId91257,crsName66668,descr31421,
crsCode24553,deptId83210,crsName15457,descr96228,
crsCode62507,deptId53353,crsName87581,descr27159,
crsCode58931,deptId10999,crsName80044,descr46956,
crsCode16914,deptId92780,crsName41156,descr76542,
crsCode37162,deptId98193,crsName7446,descr74788,
crsCode3105,deptId99786,crsName75024,descr60576,
crsCode10881,deptId49232,crsName20717,descr39092,
crsCode85776,deptId54237,crsName20922,descr45166,
crsCode82791,deptId46081,crsName40742,descr78372,
crsCode87346,deptId6673,crsName87141,descr82010,
crsCode85859,deptId75263,crsName51873,descr39969,
crsCode78739,deptId40100,crsName89470,descr96505,
crsCode79349,deptId31130,crsName44263,descr20343,
crsCode38936,deptId28455,crsName14618,descr52546,
crsCode35354,deptId84659,crsName34317,descr4983,
crsCode31780,deptId22522,crsName59420,descr83469,
crsCode58918,deptId86045,crsName87217,descr54675,
crsCode20367,deptId82899,crsName69038,descr15061,
crsCode31336,deptId43325,crsName74361,descr24893,
crsCode82318,deptId83224,crsName76548,descr57910,
crsCode35595,deptId84491,crsName69817,descr85227,
crsCode89936,deptId95199,crsName10143,descr77198,
crsCode21553,deptId89678,crsName85803,descr82677,
crsCode38269,deptId4661,crsName32453,descr15551,
crsCode90040,deptId54179,crsName1174,descr26069,
crsCode407,deptId95700,crsName34379,descr31147,
crsCode47831,deptId44887,crsName90921,descr83941,
crsCode91930,deptId11690,crsName42061,descr47286,
crsCode30271,deptId81415,crsName32766,descr28388,
crsCode65469,deptId15096,crsName80210,descr90984,
crsCode96923,deptId17895,crsName42009,descr46449,
crsCode6063,deptId62512,crsName69034,descr94824,
crsCode88114,deptId24247,crsName10089,descr44110,
crsCode92989,deptId49718,crsName8657,descr8065,
crsCode18690,deptId50287,crsName36675,descr9085,
crsCode6280,deptId24640,crsName78859,descr83360,
crsCode94180,deptId70708,crsName72844,descr23846,
crsCode2097,deptId42294,crsName63304,descr38003,
crsCode86477,deptId96832,crsName68493,descr54959,
crsCode50799,deptId90961,crsName97343,descr45291,
crsCode70952,deptId15581,crsName55262,descr93826,
crsCode34101,deptId63711,crsName70420,descr47066,
crsCode94558,deptId41162,crsName38749,descr45098,
crsCode88110,deptId29821,crsName94227,descr82165,
crsCode99760,deptId52244,crsName58741,descr29237,
crsCode97858,deptId62875,crsName1364,descr2291,
crsCode60281,deptId38974,crsName32826,descr39539,
crsCode60721,deptId86139,crsName25943,descr91788,
crsCode99022,deptId25657,crsName75753,descr99764,
crsCode66836,deptId64818,crsName85287,descr78747,
crsCode65695,deptId9900,crsName12426,descr5710,
crsCode62048,deptId47301,crsName37401,descr80316,
crsCode66069,deptId3116,crsName26191,descr44693,
crsCode77604,deptId75053,crsName68811,descr35470,
crsCode44371,deptId48740,crsName1716,descr1920,
crsCode93639,deptId54675,crsName60295,descr62673,
crsCode18360,deptId83374,crsName63423,descr58698,
crsCode25293,deptId59316,crsName36191,descr33447,
crsCode66745,deptId80664,crsName23934,descr8494,
crsCode22545,deptId94301,crsName33296,descr25527,
crsCode82312,deptId58912,crsName80077,descr7658,
crsCode74634,deptId20527,crsName30337,descr39941,
crsCode27473,deptId9368,crsName46736,descr68892,
crsCode91367,deptId42268,crsName29091,descr52699,
crsCode98585,deptId44738,crsName36562,descr30120,
crsCode94996,deptId60039,crsName40720,descr85283,
crsCode84704,deptId93811,crsName79918,descr30031,
crsCode28309,deptId42024,crsName29677,descr8938,
crsCode33853,deptId44788,crsName47684,descr14520,
crsCode61640,deptId25189,crsName78729,descr58270,
crsCode31142,deptId18556,crsName62112,descr70858,
crsCode29541,deptId56122,crsName98718,descr60240,
crsCode55015,deptId11127,crsName37464,descr73520,
crsCode6110,deptId39345,crsName81037,descr44339,
crsCode15687,deptId11873,crsName1772,descr47091,
crsCode88577,deptId71850,crsName68772,descr30106,
crsCode34184,deptId28971,crsName46918,descr74403,
crsCode18067,deptId52628,crsName68760,descr19997,
crsCode12198,deptId47413,crsName71001,descr26382,
crsCode68564,deptId53873,crsName95661,descr15508,
crsCode49524,deptId37137,crsName10212,descr6983,
crsCode68575,deptId6038,crsName57387,descr36954,
crsCode23012,deptId21638,crsName8430,descr32704,
crsCode35880,deptId34344,crsName41512,descr87435,
crsCode71965,deptId58762,crsName38377,descr24367,
crsCode41118,deptId36159,crsName96514,descr92741,
crsCode57508,deptId55719,crsName98544,descr70764,
crsCode41832,deptId93670,crsName33379,descr19594,
crsCode79286,deptId79254,crsName89834,descr28913,
crsCode21802,deptId7832,crsName34045,descr36060,
crsCode96905,deptId6854,crsName53191,descr85400,
crsCode8895,deptId58564,crsName29742,descr52224,
crsCode82256,deptId53557,crsName90495,descr78656,
crsCode40010,deptId27611,crsName58043,descr80246,
crsCode92117,deptId29624,crsName5064,descr24950,
crsCode19932,deptId99957,crsName38039,descr24127,
crsCode35976,deptId4383,crsName30258,descr44531,
crsCode72253,deptId59801,crsName79614,descr97292,
crsCode18916,deptId18059,crsName15233,descr85305,
crsCode31492,deptId63753,crsName35453,descr16469,
crsCode62128,deptId81374,crsName2874,descr52037,
crsCode97146,deptId99798,crsName9731,descr75790,
crsCode68868,deptId33413,crsName54566,descr13297,
crsCode90135,deptId62807,crsName74399,descr14468,
crsCode8653,deptId2837,crsName84334,descr48431,
crsCode93192,deptId48176,crsName71780,descr81855,
crsCode1830,deptId92942,crsName13917,descr28522,
crsCode76812,deptId71566,crsName50759,descr1920,
crsCode27871,deptId46393,crsName7746,descr82346,
crsCode80017,deptId10919,crsName24191,descr9921,
crsCode56120,deptId43691,crsName522,descr95054,
crsCode39163,deptId68733,crsName96452,descr12602,
crsCode37414,deptId81474,crsName78089,descr9841,
crsCode86718,deptId83129,crsName4913,descr51767,
crsCode45966,deptId65188,crsName79858,descr66183,
crsCode87454,deptId39761,crsName8514,descr69284,
crsCode34661,deptId93317,crsName67802,descr25054,
crsCode78773,deptId48548,crsName6006,descr68548,
crsCode14261,deptId32991,crsName86745,descr63392,
crsCode35629,deptId81178,crsName60653,descr76179,
crsCode77946,deptId68760,crsName37320,descr54445,
crsCode10785,deptId15302,crsName15242,descr11625,
crsCode30688,deptId93986,crsName27299,descr80611,
crsCode75744,deptId84294,crsName4209,descr16823,
crsCode44327,deptId50612,crsName57767,descr26327,
crsCode77802,deptId84863,crsName3594,descr39721,
crsCode49567,deptId97235,crsName32181,descr78843,
crsCode39280,deptId25411,crsName38268,descr20580,
crsCode524,deptId41421,crsName27917,descr49272,
crsCode19607,deptId67404,crsName42994,descr20007,
crsCode76858,deptId84947,crsName67538,descr24469,
crsCode67456,deptId1465,crsName9803,descr14729,
crsCode46779,deptId15757,crsName73,descr43506,
crsCode66028,deptId67519,crsName6245,descr87801,
crsCode15965,deptId18339,crsName18004,descr52264,
crsCode21835,deptId5173,crsName47136,descr62591,
crsCode98237,deptId60197,crsName65572,descr33919,
crsCode75278,deptId66822,crsName23734,descr68322,
crsCode46024,deptId88553,crsName22850,descr71987,
crsCode49597,deptId85878,crsName74862,descr22895,
crsCode40529,deptId47015,crsName6643,descr34113,
crsCode27866,deptId54220,crsName23945,descr72112,
crsCode935,deptId56062,crsName57018,descr94535,
crsCode4413,deptId19293,crsName56440,descr93666,
crsCode99389,deptId85961,crsName3114,descr51570,
crsCode11649,deptId57625,crsName3073,descr41581,
crsCode54949,deptId57212,crsName39914,descr6869,
crsCode71906,deptId8234,crsName82460,descr79939,
crsCode48245,deptId79045,crsName41424,descr23376,
crsCode50751,deptId59473,crsName71633,descr49248,
crsCode45445,deptId70254,crsName93289,descr67947,
crsCode50392,deptId88270,crsName93947,descr64649,
crsCode99471,deptId39447,crsName72847,descr33306,
crsCode75952,deptId61206,crsName15719,descr51439,
crsCode63693,deptId55358,crsName78993,descr86616,
crsCode59595,deptId61180,crsName71317,descr37323,
crsCode30590,deptId87544,crsName55534,descr41933,
crsCode10129,deptId6282,crsName21429,descr37441,
crsCode52290,deptId24310,crsName25561,descr38762,
crsCode91369,deptId66662,crsName35595,descr31,
crsCode84536,deptId91011,crsName54934,descr40330,
crsCode3678,deptId27664,crsName58220,descr56604,
crsCode26662,deptId97571,crsName20571,descr24017,
crsCode85469,deptId9856,crsName13822,descr79035,
crsCode54161,deptId84275,crsName93264,descr60494,
crsCode6036,deptId16682,crsName699,descr65639,
crsCode75104,deptId77613,crsName82318,descr68666,
crsCode50068,deptId86139,crsName89262,descr33974,
crsCode95645,deptId6242,crsName19075,descr99415,
crsCode42896,deptId55291,crsName21011,descr75912,
crsCode61459,deptId58527,crsName80844,descr49203,
crsCode55963,deptId490,crsName73211,descr29223,
crsCode30384,deptId68011,crsName49562,descr86469,
crsCode50957,deptId95716,crsName42309,descr60903,
crsCode43108,deptId22501,crsName81933,descr3244,
crsCode65983,deptId50239,crsName51398,descr53924,
crsCode30624,deptId31303,crsName25499,descr41909,
crsCode10569,deptId42410,crsName47426,descr24072,
crsCode84664,deptId1319,crsName40393,descr89331,
crsCode82954,deptId59374,crsName5615,descr78916,
crsCode92129,deptId51155,crsName78960,descr28806,
crsCode33440,deptId54574,crsName2104,descr17811,
crsCode43859,deptId13586,crsName37945,descr9847,
crsCode37803,deptId40456,crsName87160,descr44284,
crsCode49223,deptId72711,crsName75393,descr6263,
crsCode64334,deptId73554,crsName65211,descr44847,
crsCode95257,deptId64911,crsName74101,descr92837,
crsCode61198,deptId16031,crsName17248,descr25828,
crsCode40838,deptId90079,crsName21079,descr46311,
crsCode66192,deptId66010,crsName54392,descr90945,
crsCode11983,deptId76169,crsName27062,descr61741,
crsCode16606,deptId66472,crsName18344,descr65042,
crsCode95796,deptId88213,crsName77753,descr76722,
crsCode15203,deptId90600,crsName12258,descr56464,
crsCode33050,deptId72682,crsName65653,descr47004,
crsCode49194,deptId8755,crsName55024,descr1789,
crsCode49413,deptId95588,crsName62513,descr39513,
crsCode13314,deptId63069,crsName52553,descr19556,
crsCode58173,deptId39357,crsName89385,descr21090,
crsCode97276,deptId69684,crsName17561,descr54331,
crsCode54317,deptId61414,crsName98376,descr52826,
crsCode19243,deptId78110,crsName69437,descr14593,
crsCode3007,deptId49164,crsName88684,descr7405,
crsCode53794,deptId12445,crsName35972,descr60418,
crsCode70208,deptId79797,crsName55557,descr56851,
crsCode67417,deptId22924,crsName67662,descr89776,
crsCode22402,deptId97346,crsName58645,descr2828,
crsCode95272,deptId38176,crsName10224,descr96745,
crsCode24692,deptId47245,crsName92560,descr22371,
crsCode93834,deptId37417,crsName71278,descr83766,
crsCode21740,deptId21385,crsName61822,descr4300,
crsCode54715,deptId83408,crsName42783,descr52423,
crsCode66077,deptId15847,crsName87764,descr62631,
crsCode38586,deptId41177,crsName24941,descr59833,
crsCode36576,deptId13645,crsName41022,descr88285,
crsCode21639,deptId73088,crsName13585,descr97362,
crsCode13167,deptId55902,crsName52664,descr99776,
crsCode63845,deptId42205,crsName72826,descr95553,
crsCode99077,deptId34071,crsName13775,descr91724,
crsCode29017,deptId93762,crsName9095,descr28448,
crsCode28287,deptId17677,crsName22820,descr70250,
crsCode29704,deptId42233,crsName1864,descr42931,
crsCode23997,deptId37105,crsName40328,descr1482,
crsCode43356,deptId35624,crsName38304,descr92585,
crsCode27681,deptId23982,crsName24897,descr64133,
crsCode99680,deptId44462,crsName45285,descr47895,
crsCode25454,deptId78375,crsName7843,descr93667,
crsCode68319,deptId31845,crsName3614,descr64130,
crsCode17481,deptId32635,crsName96024,descr17072,
crsCode36200,deptId31072,crsName40452,descr18547,
crsCode10139,deptId40771,crsName29880,descr69766,
crsCode41932,deptId78155,crsName39649,descr81154,
crsCode36365,deptId87600,crsName20849,descr15496,
crsCode34302,deptId49360,crsName93235,descr40237,
crsCode57899,deptId1775,crsName45663,descr7394,
crsCode45041,deptId75886,crsName3977,descr27167,
crsCode9761,deptId88742,crsName28244,descr90092,
crsCode79201,deptId4868,crsName17740,descr70240,
crsCode43606,deptId25457,crsName96166,descr73691,
crsCode86783,deptId33111,crsName22801,descr49241,
crsCode62840,deptId83786,crsName98139,descr88483,
crsCode75095,deptId18887,crsName51702,descr81024,
crsCode17026,deptId10246,crsName3871,descr71380,
crsCode50033,deptId85804,crsName84845,descr14858,
crsCode18305,deptId96381,crsName95155,descr41228,
crsCode21202,deptId4142,crsName4178,descr55503,
crsCode36798,deptId66583,crsName99742,descr11948,
crsCode44471,deptId43303,crsName62730,descr12104,
crsCode9947,deptId33331,crsName56530,descr58677,
crsCode26934,deptId73319,crsName53190,descr82961,
crsCode57685,deptId90141,crsName3566,descr90956,
crsCode68778,deptId18975,crsName32136,descr89025,
crsCode73176,deptId22201,crsName99910,descr25604,
crsCode29177,deptId88811,crsName7408,descr51727,
crsCode51297,deptId7235,crsName54694,descr31733,
crsCode18081,deptId89022,crsName4845,descr30317,
crsCode58275,deptId29461,crsName92707,descr89333,
crsCode29809,deptId89954,crsName63515,descr75590,
crsCode98403,deptId79548,crsName72885,descr61577,
crsCode15881,deptId45982,crsName44153,descr8802,
crsCode78160,deptId76487,crsName5840,descr82507,
crsCode80565,deptId20826,crsName70367,descr49116,
crsCode11684,deptId45765,crsName85665,descr10693,
crsCode26699,deptId44446,crsName61696,descr3678,
crsCode2592,deptId34154,crsName85200,descr66710,
crsCode71819,deptId97655,crsName83528,descr68519,
crsCode98161,deptId27561,crsName34910,descr96523,
crsCode63807,deptId42674,crsName50141,descr18696,
crsCode53167,deptId35674,crsName83494,descr8838,
crsCode58394,deptId57471,crsName77696,descr74050,
crsCode78042,deptId95125,crsName40477,descr34139,
crsCode10158,deptId11851,crsName64809,descr26589,
